sample,receptor,insert_locus,donor,delete_start,delete_end,reverse_flag
SAMEA3449342,MGYG000001346_13,823351,MGYG000001306_87,8894,61272,False
SAMEA3449342,MGYG000003252_1,2574,MGYG000002549_6,820914,901726,False
SAMEA3449342,MGYG000000929_1,22297,MGYG000001967_43,14013,15070,False
SAMEA3449342,MGYG000004379_31,4891,MGYG000001959_3,148312,149570,False
SAMEA3449342,MGYG000004748_35,24124,MGYG000002549_6,820915,901743,True
SAMEA3449342,MGYG000002363_40,10730,MGYG000002351_2,124694,127103,True
SAMEA3449342,MGYG000002082_6,31295,MGYG000004658_122,47652,90311,True
SAMEA3449342,MGYG000004101_13,249,MGYG000001959_3,148321,149570,True
SAMEA3449342,MGYG000001378_5,162044,MGYG000001977_266,411,3141,False
SAMEA3449342,MGYG000000033_14,80593,MGYG000003214_166,259,2853,False
SAMEA3449343,MGYG000001551_11,1781059,MGYG000001345_36,402755,425056,False
SAMEA3449343,MGYG000003891_5,20071,MGYG000003214_92,1759,2935,True
SAMEA3449343,MGYG000001546_5,24217,MGYG000003351_59,3549,4698,False
SAMEA3449343,MGYG000003891_13,991,MGYG000003214_92,1760,2936,True
SAMEA3449343,MGYG000000262_22,24353,MGYG000000077_19,78698,79561,True
SAMEA3449343,MGYG000002993_2,88873,MGYG000000370_3,99113,99828,False
SAMEA3449344,MGYG000003192_180,214,MGYG000002478_1,46220,4229663,True
SAMEA3449344,MGYG000004557_1,45439,MGYG000001434_2,15431,61504,False
SAMEA3449345,MGYG000002438_2,1341034,MGYG000003252_147,18940,27595,True
SAMEA3449345,MGYG000002549_8,29185,MGYG000000044_6,202769,206718,True
SAMEA3449346,MGYG000004479_22,34770,MGYG000003992_13,31699,33018,True
SAMEA3449346,MGYG000002549_6,465876,MGYG000004003_8,43400,80780,False
SAMEA3449346,MGYG000004879_163,2049,MGYG000002478_1,4214934,4371146,False
SAMEA3449347,MGYG000001429_46,30794,MGYG000001415_2,789225,837751,True
SAMEA3449347,MGYG000004875_48,854,MGYG000000137_2,238378,240301,True
SAMEA3449347,MGYG000000209_1,42800,MGYG000004586_312,373,2078,False
SAMEA3449347,MGYG000002082_10,88763,MGYG000004544_11,13513,15081,False
SAMEA3449347,MGYG000001500_9,50760,MGYG000002410_12,508855,554081,False
SAMEA3449347,MGYG000002281_55,13924,MGYG000004658_56,1465,13037,True
SAMEA3449347,MGYG000002454_1,70352,MGYG000002584_4,250,1279,True
SAMEA3449347,MGYG000001500_10,878548,MGYG000003327_1,21680,72739,False
SAMEA3449347,MGYG000001415_2,263183,MGYG000000003_3,34278,76945,True
SAMEA3449348,MGYG000004474_38,23039,MGYG000003533_162,335,1715,False
SAMEA3449348,MGYG000000651_104,1714,MGYG000004551_4,91990,92837,False
SAMEA3449348,MGYG000000730_21,9565,MGYG000000574_749,765,2039,True
SAMEA3449348,MGYG000002549_6,834394,MGYG000000057_35,535,1571,False
SAMEA3449348,MGYG000004474_9,29780,MGYG000003533_162,334,1715,True
SAMEA3449348,MGYG000000003_2,335974,MGYG000003084_128,570,1928,False
SAMEA3449348,MGYG000000730_4,63019,MGYG000000574_749,756,2040,False
SAMEA3449348,MGYG000000730_3,142928,MGYG000000574_749,765,2039,False
SAMEA3449348,MGYG000000003_2,439500,MGYG000003084_128,574,1928,False
SAMEA3449348,MGYG000000730_7,10466,MGYG000000574_749,765,2039,True
SAMEA3449348,MGYG000000730_1,38885,MGYG000000574_749,756,2039,False
SAMEA3449348,MGYG000004474_51,1590,MGYG000003533_162,326,1715,False
SAMEA3449348,MGYG000000730_2,181427,MGYG000000574_749,765,2039,True
SAMEA3449349,MGYG000002478_1,652557,MGYG000001306_57,145280,146353,True
SAMEA3449349,MGYG000001313_20,479420,MGYG000003163_18,40669,42624,True
SAMEA3449349,MGYG000000044_6,316392,MGYG000000138_5,196403,237543,False
SAMEA3449349,MGYG000002182_44,1819,MGYG000003163_18,40669,42621,True
SAMEA3449349,MGYG000002478_1,4466103,MGYG000003163_18,40668,42622,True
SAMEA3449349,MGYG000002540_32,58079,MGYG000003681_22,11775,13229,False
SAMEA3449349,MGYG000003252_15,32341,MGYG000003163_18,40670,42618,True
SAMEA3449349,MGYG000000784_15,9520,MGYG000000432_19,13043,13909,False
SAMEA3449349,MGYG000002478_1,1587529,MGYG000003163_18,40665,42619,False
SAMEA3449349,MGYG000002540_22,1535,MGYG000003681_22,11775,13229,False
SAMEA3449349,MGYG000002478_1,338640,MGYG000003163_18,40669,42622,True
SAMEA3449349,MGYG000003681_37,16842,MGYG000003163_18,40664,42618,False
SAMEA3449349,MGYG000002478_1,784489,MGYG000001306_57,145279,146361,False
SAMEA3449349,MGYG000000044_7,71767,MGYG000003163_18,40664,42621,False
SAMEA3449349,MGYG000003351_196,6548,MGYG000003163_18,40670,42619,False
SAMEA3449349,MGYG000002478_1,4878222,MGYG000003163_18,40669,42615,True
SAMEA3449349,MGYG000002478_1,4426166,MGYG000003163_18,40664,42618,False
SAMEA3449349,MGYG000000236_11,83487,MGYG000003163_18,40667,42621,True
SAMEA3449350,MGYG000003691_4,32412,MGYG000002273_81,5958,7203,True
SAMEA3449350,MGYG000000730_7,35779,MGYG000000574_749,754,2037,False
SAMEA3449350,MGYG000002715_19,15956,MGYG000001500_10,101622,133380,True
SAMEA3449350,MGYG000000730_1,195095,MGYG000000574_749,770,2037,True
SAMEA3449350,MGYG000000730_7,10466,MGYG000000574_749,765,2037,True
SAMEA3449351,MGYG000002010_107,1936,MGYG000000217_60,343,1714,True
SAMEA3449351,MGYG000000606_13,50886,MGYG000000584_72,5493,7450,False
SAMEA3449351,MGYG000004245_1,279296,MGYG000000574_749,757,2040,False
SAMEA3449351,MGYG000002175_4,25492,MGYG000004872_5,120907,164652,True
SAMEA3449351,MGYG000001633_2,82988,MGYG000004402_29,28975,30708,True
SAMEA3449352,MGYG000000405_7,50378,MGYG000002155_9,1110,4089,False
SAMEA3449352,MGYG000004130_6,22862,MGYG000002410_12,508860,554082,False
SAMEA3449352,MGYG000000054_5,55222,MGYG000000128_7,1793,4317,False
SAMEA3449352,MGYG000000253_11,26638,MGYG000000186_19,34034,44409,False
SAMEA3449353,MGYG000004006_4,20435,MGYG000001415_2,789224,837753,False
SAMEA3449353,MGYG000002540_3,11082,MGYG000003681_22,11776,13231,False
SAMEA3449353,MGYG000002715_12,11384,MGYG000004831_1,68624,73196,True
SAMEA3449353,MGYG000000365_3,87644,MGYG000001646_13,9071,9802,False
SAMEA3449353,MGYG000002492_1,672584,MGYG000000065_2,48191,87317,False
SAMEA3449353,MGYG000004006_1,129105,MGYG000001415_2,789230,837753,True
SAMEA3449353,MGYG000002540_17,92565,MGYG000003681_22,11791,13231,True
SAMEA3449353,MGYG000000217_44,16756,MGYG000000271_7,90189,91768,True
SAMEA3449353,MGYG000003691_4,32412,MGYG000002273_81,5958,7205,True
SAMEA3449353,MGYG000000273_29,12835,MGYG000001306_57,145280,146363,False
SAMEA3449353,MGYG000001182_85,15592,MGYG000000982_31,7168,8959,True
SAMEA3449353,MGYG000004006_4,25666,MGYG000001415_2,789230,837756,True
SAMEA3449353,MGYG000001007_50,16322,MGYG000000062_1,1564145,1565805,True
SAMEA3449353,MGYG000001302.1_5,1118190,MGYG000000003_3,34289,76941,True
SAMEA3449353,MGYG000003891_83,9121,MGYG000003214_92,1756,2934,False
SAMEA3449353,MGYG000002549_5,557318,MGYG000003084_128,571,1928,False
SAMEA3449354,MGYG000000196_26,38934,MGYG000004452_20,220,3719,True
SAMEA3449354,MGYG000000217_44,16762,MGYG000000271_7,90191,91768,True
SAMEA3449354,MGYG000002478_1,1136485,MGYG000003351_518,150,1597,False
SAMEA3449354,MGYG000002478_1,241477,MGYG000003351_518,149,1598,True
SAMEA3449354,MGYG000000646_1,398562,MGYG000002445_5,4763,6082,True
SAMEA3449354,MGYG000003681_6,129752,MGYG000003351_518,154,1598,True
SAMEA3449354,MGYG000003351_341,7841,MGYG000001337_2,1408141,1432418,True
SAMEA3449354,MGYG000003192_180,221,MGYG000002478_1,46220,4229659,True
SAMEA3449354,MGYG000002478_1,3016444,MGYG000003351_518,151,1597,False
SAMEA3449355,MGYG000000262_2,206314,MGYG000000077_19,78686,79568,False
SAMEA3449355,MGYG000003656_7,23324,MGYG000000185_8,63086,64842,False
SAMEA3449355,MGYG000003656_8,78319,MGYG000000185_8,63085,64842,True
SAMEA3449355,MGYG000003656_11,26636,MGYG000000185_8,63081,64842,False
SAMEA3449355,MGYG000003891_3,19601,MGYG000003214_92,1759,2934,False
SAMEA3449355,MGYG000003656_16,259128,MGYG000000185_8,63086,64844,True
SAMEA3449355,MGYG000001292_1,1397385,MGYG000003028_115,922,2786,True
SAMEA3449355,MGYG000003656_10,34024,MGYG000000185_8,63083,64842,False
SAMEA3449355,MGYG000003656_12,72117,MGYG000000185_8,63089,64842,True
SAMEA3449356,MGYG000000045_2,26374,MGYG000000655_143,822,2571,True
SAMEA3449356,MGYG000000646_1,398562,MGYG000002445_5,4763,6082,True
SAMEA3449356,MGYG000001835_23,39064,MGYG000000964_53,6246,13076,True
SAMEA3449356,MGYG000001315_10,223199,MGYG000000687_195,987,2599,False
SAMEA3449356,MGYG000000142_1,401210,MGYG000000065_2,48196,87318,True
SAMEA3449357,MGYG000002563_82,8287,MGYG000004299_20,118,1792,False
SAMEA3449357,MGYG000002985_10,14110,MGYG000000206_8,2141,3757,False
SAMEA3449357,MGYG000000437_44,1327,MGYG000003084_128,575,1931,True
SAMEA3449357,MGYG000001420_1,85809,MGYG000003084_128,575,1931,True
SAMEA3449357,MGYG000000003_1,526640,MGYG000003084_128,575,1931,True
SAMEA3449357,MGYG000002720_26,23493,MGYG000001632_43,1050,2791,True
SAMEA3449357,MGYG000002549_7,258189,MGYG000003681_50,7208,8454,False
SAMEA3449357,MGYG000000003_3,187936,MGYG000003084_128,573,1930,False
SAMEA3449357,MGYG000001711_6,6184,MGYG000003699_9,31893,33489,False
SAMEA3449357,MGYG000000045_2,293763,MGYG000000655_143,821,2583,False
SAMEA3449358,MGYG000002480_16,6109,MGYG000001200_69,2547,4156,True
SAMEA3449358,MGYG000002480_4,102954,MGYG000001200_69,2541,4156,False
SAMEA3449358,MGYG000000670_15,19739,MGYG000000655_143,821,2584,False
SAMEA3449358,MGYG000001060_3,32406,MGYG000002336_19,6367,7705,True
SAMEA3449358,MGYG000001060_46,19252,MGYG000002336_19,6368,7705,True
SAMEA3449358,MGYG000001060_7,15733,MGYG000002336_19,6366,7704,False
SAMEA3449358,MGYG000001060_32,9828,MGYG000002336_19,6367,7704,True
SAMEA3449358,MGYG000000262_24,3936,MGYG000000077_19,78698,79569,False
SAMEA3449358,MGYG000002492_1,994878,MGYG000002670_7,7406,9074,True
SAMEA3449358,MGYG000000045_28,6247,MGYG000004045_97,1146,3173,False
SAMEA3449358,MGYG000001060_30,24976,MGYG000002336_19,6366,7704,False
SAMEA3449358,MGYG000001060_51,8532,MGYG000002336_19,6362,7706,False
SAMEA3449358,MGYG000001060_25,44489,MGYG000002336_19,6366,7706,False
SAMEA3449358,MGYG000001060_105,6539,MGYG000002336_19,6368,7705,False
SAMEA3449358,MGYG000001060_6,17653,MGYG000002336_19,6364,7704,False
SAMEA3449358,MGYG000000084_7,96238,MGYG000001322_11,1935201,1951172,False
SAMEA3449358,MGYG000001060_72,16949,MGYG000002336_19,6367,7704,False
SAMEA3449358,MGYG000001714_1,2758852,MGYG000001315_4,859453,861076,True
SAMEA3449358,MGYG000001338_1,1602038,MGYG000003695_12,99195,100057,False
SAMEA3449358,MGYG000002480_4,21800,MGYG000001200_69,2546,4156,False
SAMEA3449359,MGYG000000404_15,54410,MGYG000001374_1,830277,858611,True
SAMEA3449359,MGYG000002720_26,23508,MGYG000001632_43,1050,2789,True
SAMEA3449359,MGYG000004376_41,21506,MGYG000002720_9,53714,54411,False
SAMEA3449359,MGYG000004376_11,47790,MGYG000002720_9,53723,54428,True
SAMEA3449359,MGYG000000018_1,198000,MGYG000000364_4,164202,165679,False
SAMEA3449359,MGYG000004376_77,2595,MGYG000002720_9,53720,54429,False
SAMEA3449359,MGYG000000018_7,233917,MGYG000000364_4,164201,165685,False
SAMEA3449359,MGYG000002478_1,100830,MGYG000002549_8,36858,38189,True
SAMEA3449360,MGYG000002544_29,14122,MGYG000000324_229,768,2425,False
SAMEA3449360,MGYG000001546_5,433793,MGYG000004658_56,1464,13034,False
SAMEA3449360,MGYG000000003_3,214745,MGYG000003084_128,575,1931,True
SAMEA3449360,MGYG000000003_8,41974,MGYG000003084_128,576,1930,False
SAMEA3449360,MGYG000002544_8,151577,MGYG000000324_229,766,2431,True
SAMEA3449360,MGYG000003682_4,136739,MGYG000000319_274,132,1665,False
SAMEA3449360,MGYG000000003_3,469925,MGYG000003084_128,576,1937,False
SAMEA3449360,MGYG000001306_31,16725,MGYG000001364_16,154577,170389,True
SAMEA3449360,MGYG000003681_5,151211,MGYG000002575_112,3069,3942,False
SAMEA3449360,MGYG000002393_18,60524,MGYG000002709_38,6631,11935,True
SAMEA3449360,MGYG000003682_9,7989,MGYG000000319_274,136,1665,True
SAMEA3449360,MGYG000000099_6,229399,MGYG000000220_11,7009,50498,False
SAMEA3449360,MGYG000001378_5,162044,MGYG000001977_266,411,3141,False
SAMEA3449361,MGYG000004245_1,235697,MGYG000000574_749,761,2042,True
SAMEA3449361,MGYG000004245_2,162788,MGYG000000574_749,760,2041,True
SAMEA3449361,MGYG000000253_38,8183,MGYG000001901_60,178,1785,False
SAMEA3449361,MGYG000004402_25,40022,MGYG000001302.1_3,97121,114922,False
SAMEA3449361,MGYG000000651_104,1716,MGYG000004551_4,91992,92839,False
SAMEA3449361,MGYG000000646_1,398562,MGYG000002445_5,4763,6082,True
SAMEA3449362,MGYG000001365_58,24062,MGYG000002659_147,1808,3279,True
SAMEA3449362,MGYG000000671_23,9532,MGYG000000630_57,3994,4567,False
SAMEA3449362,MGYG000000671_11,879,MGYG000000630_57,3997,4575,True
SAMEA3449362,MGYG000003192_180,218,MGYG000002478_1,46220,4229659,True
SAMEA3449362,MGYG000004275_34,6290,MGYG000002295_40,3397,4017,True
SAMEA3449363,MGYG000000671_23,9533,MGYG000000630_57,4000,4573,False
SAMEA3449363,MGYG000003686_2,169630,MGYG000000220_11,7009,50497,False
SAMEA3449363,MGYG000000138_17,65266,MGYG000002281_1,366631,388626,True
SAMEA3449363,MGYG000001346_13,673175,MGYG000001599_1,189600,191287,True
SAMEA3449363,MGYG000000437_65,1286,MGYG000003084_128,575,1930,True
SAMEA3449363,MGYG000001977_42,18451,MGYG000002549_6,820916,901726,False
SAMEA3449363,MGYG000001157_65,7990,MGYG000003214_294,1648,3286,True
SAMEA3449363,MGYG000000671_11,863,MGYG000000630_57,3997,4574,True
SAMEA3449364,MGYG000000045_13,34616,MGYG000000655_143,820,2582,False
SAMEA3449364,MGYG000001302.1_3,256106,MGYG000004658_122,47649,90311,False
SAMEA3449364,MGYG000002773_5,32301,MGYG000000982_31,7158,8960,False
SAMEA3449364,MGYG000004317_4,15927,MGYG000000250_9,122115,124280,True
SAMEA3449364,MGYG000002993_2,88872,MGYG000000370_3,99113,99827,False
SAMEA3449365,MGYG000003192_180,218,MGYG000002478_1,46226,4229659,True
SAMEA3449365,MGYG000000045_23,9643,MGYG000000655_143,821,2583,False
SAMEA3449365,MGYG000000217_44,16762,MGYG000000271_7,90191,91768,True
SAMEA3449365,MGYG000004747_12,18495,MGYG000003695_8,157839,158517,True
SAMEA3449365,MGYG000000074_2,569958,MGYG000001420_2,1546839,1592902,False
SAMEA3449365,MGYG000002143_1,89222,MGYG000002156_4,72096,80022,False
SAMEA3449365,MGYG000000045_13,42114,MGYG000000655_143,821,2584,False
SAMEA3449365,MGYG000000045_4,60173,MGYG000000655_143,821,2588,False
SAMEA3449365,MGYG000000045_2,293763,MGYG000000655_143,818,2584,False
SAMEA3449366,MGYG000000144_1,422515,MGYG000004469_1,83844,100306,True
SAMEA3449366,MGYG000004019_5,113658,MGYG000004185_2,205845,207183,True
SAMEA3449366,MGYG000004245_4,40608,MGYG000000574_749,758,2041,False
SAMEA3449366,MGYG000004115_46,976,MGYG000000500_155,308,2924,False
SAMEA3449366,MGYG000003681_18,62265,MGYG000003097_4,24821,81942,False
SAMEA3449366,MGYG000001315_6,41964,MGYG000000687_195,989,2599,True
SAMEA3449366,MGYG000002156_14,4545,MGYG000000500_155,308,2924,False
SAMEA3449366,MGYG000001076_224,7870,MGYG000004479_14,82276,83614,True
SAMEA3449366,MGYG000000217_44,16762,MGYG000000271_7,90191,91768,True
SAMEA3449367,MGYG000000045_28,6249,MGYG000004045_97,1147,3172,False
SAMEA3449367,MGYG000002478_1,4359348,MGYG000001306_87,8896,61274,False
SAMEA3449367,MGYG000000670_15,19740,MGYG000000655_143,821,2587,False
SAMEA3449367,MGYG000000045_28,9733,MGYG000000655_143,811,2592,False
SAMEA3449367,MGYG000004487_25,10777,MGYG000004457_126,119,6988,True
SAMEA3449367,MGYG000003891_159,521,MGYG000003214_166,260,2854,True
SAMEA3449367,MGYG000002720_6,49261,MGYG000004457_126,114,6987,False
SAMEA3449367,MGYG000000003_1,491022,MGYG000001420_2,1240944,1256164,True
SAMEA3449367,MGYG000000074_2,232682,MGYG000004658_56,1466,13030,True
SAMEA3449367,MGYG000004487_24,28167,MGYG000004457_126,116,6988,False
SAMEA3449368,MGYG000000003_4,307216,MGYG000003084_128,575,1931,True
SAMEA3449368,MGYG000003681_16,23948,MGYG000002281_2,54962,167435,True
SAMEA3449368,MGYG000000099_6,27952,MGYG000000070_3,80174,81830,True
SAMEA3449368,MGYG000000550_26,25699,MGYG000002135_3,144141,146740,True
SAMEA3449368,MGYG000001429_44,202698,MGYG000000043_28,22530,23555,True
SAMEA3449368,MGYG000002203_4,24081,MGYG000003084_128,576,1929,True
SAMEA3449368,MGYG000000003_2,439501,MGYG000003084_128,575,1929,False
SAMEA3449368,MGYG000001940_95,109,MGYG000004317_27,33505,35681,False
SAMEA3449368,MGYG000000003_1,203525,MGYG000003084_128,575,1929,True
SAMEA3449368,MGYG000001166_38,1962,MGYG000003084_128,576,1929,False
SAMEA3449368,MGYG000000169_9,105551,MGYG000004055_6,76995,117854,True
SAMEA3449368,MGYG000000003_5,63849,MGYG000003084_128,575,1931,True
SAMEA3449368,MGYG000002549_6,465941,MGYG000004003_8,43400,80780,False
SAMEA3449368,MGYG000004886_92,2534,MGYG000000070_3,80170,81828,True
SAMEA3449368,MGYG000002549_5,557319,MGYG000003084_128,572,1929,False
SAMEA3449368,MGYG000001429_44,191057,MGYG000000043_28,22532,23555,True
SAMEA3449369,MGYG000001060_51,8539,MGYG000002336_19,6371,7704,False
SAMEA3449369,MGYG000002549_6,465946,MGYG000004003_8,43400,80780,False
SAMEA3449369,MGYG000002203_4,24081,MGYG000003084_128,576,1931,True
SAMEA3449369,MGYG000002549_5,557319,MGYG000003084_128,572,1929,False
SAMEA3449369,MGYG000001060_61,9271,MGYG000002336_19,6368,7707,True
SAMEA3449369,MGYG000000084_15,37214,MGYG000003214_294,1645,3285,False
SAMEA3449369,MGYG000002298_9,23312,MGYG000003214_294,1645,3285,False
SAMEA3449369,MGYG000000003_4,307216,MGYG000003084_128,575,1931,True
SAMEA3449369,MGYG000000003_2,439501,MGYG000003084_128,575,1929,False
SAMEA3449369,MGYG000001060_94,13760,MGYG000002336_19,6364,7702,False
SAMEA3449369,MGYG000004350_11,34037,MGYG000001942_109,551,2054,True
SAMEA3449370,MGYG000004117_3,65295,MGYG000000887_26,3420,5054,True
SAMEA3449370,MGYG000000183_1,292871,MGYG000001048_314,189,1525,False
SAMEA3449370,MGYG000000437_5,17746,MGYG000004658_122,47652,90311,True
SAMEA3449370,MGYG000000003_1,491012,MGYG000001420_2,1240944,1256155,True
SAMEA3449370,MGYG000001599_31,26331,MGYG000001306_12,27272,29373,True
SAMEA3449370,MGYG000002549_6,819759,MGYG000004003_8,43399,80779,False
SAMEA3449370,MGYG000001640_146,1586,MGYG000003084_128,571,1928,False
SAMEA3449370,MGYG000002371_1,186851,MGYG000000074_2,364273,442113,False
SAMEA3449370,MGYG000004117_5,86921,MGYG000000887_30,2084,4244,True
SAMEA3449371,MGYG000000929_3,60161,MGYG000004449_82,674,1343,True
SAMEA3449371,MGYG000000003_1,802349,MGYG000004658_56,1466,13031,True
SAMEA3449371,MGYG000000730_2,54616,MGYG000000574_749,759,2041,False
SAMEA3449371,MGYG000000730_18,21313,MGYG000000574_749,757,2040,False
SAMEA3449371,MGYG000000253_36,14082,MGYG000000655_12,30725,32332,True
SAMEA3449371,MGYG000000730_7,10466,MGYG000000574_749,765,2040,True
SAMEA3449371,MGYG000004794_4,870,MGYG000001967_43,14012,15066,False
SAMEA3449371,MGYG000002438_1,1540588,MGYG000001920_56,10078,10936,False
SAMEA3449371,MGYG000000730_5,17068,MGYG000000574_749,765,2040,True
SAMEA3449371,MGYG000000730_21,9560,MGYG000000574_749,747,2040,False
SAMEA3449372,MGYG000000262_26,22568,MGYG000000077_19,78678,79568,True
SAMEA3449372,MGYG000000251_3,170728,MGYG000000202_5,310724,311541,False
SAMEA3449372,MGYG000000251_1,612211,MGYG000000202_5,310723,311540,False
SAMEA3449372,MGYG000004245_1,235698,MGYG000000574_749,761,2041,True
SAMEA3449372,MGYG000002384_1,415828,MGYG000004045_21,25368,26458,True
SAMEA3449372,MGYG000004376_77,2597,MGYG000002720_9,53722,54431,False
SAMEA3449372,MGYG000000263_4,186770,MGYG000000065_2,48196,87321,True
SAMEA3449372,MGYG000000251_11,39664,MGYG000000202_5,310724,311540,True
SAMEA3449372,MGYG000001346_14,1297746,MGYG000001313_20,476063,583938,False
SAMEA3449372,MGYG000000251_8,31261,MGYG000000202_5,310723,311541,False
SAMEA3449372,MGYG000000251_25,7329,MGYG000000202_5,310717,311540,True
SAMEA3449372,MGYG000000262_13,105289,MGYG000000077_19,78686,79568,True
SAMEA3449372,MGYG000000161_23,736,MGYG000004045_21,25367,26458,True
SAMEA3449372,MGYG000000262_2,106400,MGYG000000077_19,78686,79568,True
SAMEA3449372,MGYG000002319_12,439986,MGYG000000860_80,1119,2590,True
SAMEA3449372,MGYG000000161_29,553,MGYG000004045_21,25367,26459,True
SAMEA3449372,MGYG000002568_36,13063,MGYG000003992_13,31698,33020,True
SAMEA3449372,MGYG000000251_10,63358,MGYG000000202_5,310724,311540,True
SAMEA3449372,MGYG000003334_24,12773,MGYG000004045_21,25369,26458,True
SAMEA3449372,MGYG000002319_11,205454,MGYG000000860_80,1120,2590,True
SAMEA3449372,MGYG000001346_13,700477,MGYG000003097_4,24820,81940,False
SAMEA3449372,MGYG000000161_32,8544,MGYG000004045_21,25355,26460,True
SAMEA3449372,MGYG000002319_11,234684,MGYG000000860_80,1121,2586,False
SAMEA3449372,MGYG000000251_5,32660,MGYG000000202_5,310724,311540,True
SAMEA3449373,MGYG000001429_44,191059,MGYG000000043_28,22530,23557,True
SAMEA3449373,MGYG000003192_180,221,MGYG000002478_1,46220,4229677,True
SAMEA3449373,MGYG000000074_1,90732,MGYG000004658_56,1459,13032,True
SAMEA3449373,MGYG000001455.1_74,58630,MGYG000002207_100,438,1786,True
SAMEA3449373,MGYG000002478_1,4882740,MGYG000002549_6,820904,901726,True
SAMEA3449373,MGYG000004245_1,20017,MGYG000004551_4,91991,92842,True
SAMEA3449373,MGYG000004599_4,9791,MGYG000004650_51,14137,17432,True
SAMEA3449373,MGYG000000730_1,34448,MGYG000000574_749,756,2039,False
SAMEA3449373,MGYG000000730_5,17076,MGYG000000574_749,765,2039,True
SAMEA3449373,MGYG000000265_5,217798,MGYG000003084_128,575,1931,True
SAMEA3449373,MGYG000000045_12,32654,MGYG000000655_143,823,2581,True
SAMEA3449373,MGYG000002007_8,7394,MGYG000004658_56,1466,13032,True
SAMEA3449373,MGYG000001455.1_29,14782,MGYG000002207_100,439,1783,True
SAMEA3449373,MGYG000000730_2,33434,MGYG000000574_749,765,2040,False
SAMEA3449374,MGYG000000003_3,271730,MGYG000001420_1,2029649,2041834,False
SAMEA3449374,MGYG000001546_5,433790,MGYG000004658_56,1461,13031,False
SAMEA3449374,MGYG000000148_15,54033,MGYG000001380_17,540,2203,False
SAMEA3449374,MGYG000004113_2,142190,MGYG000001936_19,5847,6986,True
SAMEA3449374,MGYG000000003_4,364113,MGYG000003084_128,570,1927,False
SAMEA3449374,MGYG000000074_4,196236,MGYG000003084_128,575,1931,True
SAMEA3449374,MGYG000001374_6,96826,MGYG000001380_17,545,2199,True
SAMEA3449374,MGYG000004658_67,19367,MGYG000003084_128,574,1927,True
SAMEA3449374,MGYG000003844_5,58385,MGYG000002954_11,48814,78065,False
SAMEA3449374,MGYG000000003_1,551748,MGYG000003084_128,570,1927,False
SAMEA3449374,MGYG000000003_1,613761,MGYG000003084_128,566,1927,False
SAMEA3449375,MGYG000000018_7,47293,MGYG000000364_4,164203,165685,False
SAMEA3449375,MGYG000000254_4,164927,MGYG000001345_27,64211,66930,False
SAMEA3449375,MGYG000000003_1,273571,MGYG000003084_128,574,1930,False
SAMEA3449375,MGYG000001489_3,73592,MGYG000001306_87,8902,61277,False
SAMEA3449375,MGYG000000003_10,18634,MGYG000003084_128,575,1928,True
SAMEA3449375,MGYG000000003_2,439637,MGYG000003084_128,576,1931,True
SAMEA3449375,MGYG000001546_5,1856881,MGYG000003084_128,570,1930,False
SAMEA3449375,MGYG000000003_6,133432,MGYG000003084_128,575,1932,True
SAMEA3449375,MGYG000002143_4,75339,MGYG000002156_58,6480,7624,False
SAMEA3449375,MGYG000000003_2,177342,MGYG000003084_128,575,1931,True
SAMEA3449376,MGYG000001378_5,162044,MGYG000001977_266,411,3141,False
SAMEA3449376,MGYG000004658_55,237245,MGYG000003084_128,572,1930,False
SAMEA3449376,MGYG000004658_50,59007,MGYG000003084_128,574,1930,True
SAMEA3449376,MGYG000000262_14,7533,MGYG000000077_19,78687,79568,True
SAMEA3449376,MGYG000002592_17,9461,MGYG000004658_56,1465,13035,True
SAMEA3449376,MGYG000000262_15,54309,MGYG000000077_19,78686,79568,True
SAMEA3449376,MGYG000003821_54,1171,MGYG000000077_19,78686,79568,True
SAMEA3449377,MGYG000003681_1,179206,MGYG000003493_290,126,1600,True
SAMEA3449377,MGYG000000003_2,335970,MGYG000003084_128,575,1930,True
SAMEA3449377,MGYG000003192_180,218,MGYG000002478_1,46220,4229659,True
SAMEA3449377,MGYG000000003_5,68554,MGYG000003084_128,575,1931,True
SAMEA3449377,MGYG000002549_5,510519,MGYG000003084_128,575,1930,True
SAMEA3449377,MGYG000000196_29,60996,MGYG000002549_6,820909,901726,True
SAMEA3449377,MGYG000003681_4,1640,MGYG000003493_290,123,1599,True
SAMEA3449377,MGYG000003681_13,2190,MGYG000003493_290,130,1599,True
SAMEA3449378,MGYG000001380_13,67894,MGYG000001072_83,9580,10913,False
SAMEA3449378,MGYG000000149_42,14378,MGYG000002563_7,8513,10573,True
SAMEA3449378,MGYG000003065_6,1273,MGYG000001072_83,9579,10905,False
SAMEA3449378,MGYG000003192_180,221,MGYG000002478_1,46220,4229659,True
SAMEA3449379,MGYG000001502_6,240685,MGYG000004142_14,8028,9141,True
SAMEA3449379,MGYG000003691_4,32407,MGYG000002273_81,5958,7208,True
SAMEA3449379,MGYG000003971_12,38352,MGYG000004764_196,593,2270,True
SAMEA3449379,MGYG000002082_21,303,MGYG000001415_2,789223,837753,False
SAMEA3449379,MGYG000004006_1,135241,MGYG000004658_122,47653,90310,False
SAMEA3449379,MGYG000001302.1_3,456677,MGYG000001415_2,789224,837755,True
SAMEA3449379,MGYG000004006_1,131667,MGYG000004658_122,47653,90311,True
SAMEA3449379,MGYG000004006_4,230683,MGYG000004658_122,47652,90302,True
